Gender,Height,Weight,Index
male,69.33419779,199.9838909,293
male,69.89920395,191.4122311,294
male,64.42519379,169.1094014,295
male,67.8521307,194.7445225,296
male,67.54906949,183.2665331,297
male,74.76744684,210.3699087,298
male,71.41894599,198.0424839,299
male,67.12034439,172.6640904,300
male,69.85958791,197.0708562,301
male,68.43081339,190.50581,302
male,67.93348261,184.5554831,303
male,68.49534316,179.9298166,304
male,65.24414341,159.5032198,305
male,70.18535205,197.8845071,306
male,71.10413316,217.2696052,307
male,68.44757854,187.907426,308
male,65.42057682,176.8616842,309
male,67.70078811,185.1482021,310
male,74.22306306,223.3080403,311
male,71.16724587,206.9429818,312
male,67.23077189,171.0169406,313
male,67.88055919,175.222848,314
male,67.37637547,173.3103956,315
male,68.76124693,181.1259735,316
male,71.7052725,202.6090083,317
male,69.38099479,199.85092,318
male,73.71652763,223.5147223,319
male,69.45337621,219.2617067,320
male,70.78628981,211.2160809,321
male,71.76846374,200.798983,322
male,69.34345396,208.8097753,323
male,65.28602551,161.4200817,324
male,70.92184441,207.8359446,325
male,68.59666269,180.8312378,326
male,68.60379643,176.8154762,327
male,69.47874412,194.6037685,328
male,65.93089621,163.0084317,329
male,68.5233453,173.2706572,330
male,73.92912413,215.6200354,331
male,71.19793782,210.134529,332
male,66.55658687,185.0423241,333
male,71.74227623,187.9653554,334
male,69.74482933,188.1811248,335
male,66.75065413,179.5420171,336
male,69.69242226,211.718429,337
male,70.40351683,197.6921421,338
male,69.01973611,186.287992,339
male,64.73228716,166.1060724,340
male,70.99807444,188.81177,341
male,64.45981425,161.3787732,342
male,69.74952258,193.4762588,343
male,71.52684881,189.2822461,344
male,68.32791586,207.7849246,345
male,70.76472016,199.3230943,346
male,71.41904963,209.8582566,347
male,69.39047409,180.1754728,348
male,72.00173222,196.2144145,349
male,69.19147497,189.4388404,350
male,66.16636328,165.5146074,351
male,67.272143,182.3943347,352
male,70.9158354,189.5576375,353
male,69.11988779,189.6259141,354
male,67.40902587,170.1913254,355
male,72.93864904,216.0974547,356
male,70.4909287,177.0677744,357
male,69.00825946,196.0511888,358
male,66.76210992,167.7004962,359
male,69.12066373,179.6078701,360
male,73.12626719,220.6614051,361
male,67.4868239,164.2952413,362
male,64.95507833,156.5447863,363
male,67.78248907,183.681029,364
male,67.6623988,170.3054935,365
male,66.47639701,168.6272639,366
male,72.9870702,209.6379745,367
male,69.56323228,195.346027,368
male,71.00356014,194.3226014,369
male,69.91563736,219.3679167,370
male,71.69714179,205.1617483,371
male,67.64994086,178.8826337,372
male,68.29555456,181.7249315,373
male,68.68725567,203.5603338,374
male,68.91577165,165.1558987,375
male,68.96087967,197.9314296,376
male,67.2472352,173.284033,377
male,68.91586364,183.9477889,378
male,65.8385445,139.5340469,379
male,64.67107555,160.1885313,380
male,66.29589772,163.6040022,381
male,67.09758575,193.9551074,382
male,66.99828973,189.8933425,383
male,70.9619709,184.223932,384
male,68.4208722,190.7955422,385
male,67.65252759,188.2006794,386
male,75.62019316,226.2077799,387
male,70.54924202,197.8793731,388
male,68.89083891,190.5134869,389
male,68.28453192,176.2465834,390
male,64.99507826,177.7270945,391
male,65.57577154,173.6915922,392
male,69.30608824,210.4636875,393
male,65.70471542,170.1005633,394
male,67.80399101,173.4598918,395
male,69.21614731,184.9366903,396
male,68.01500601,194.2869459,397
male,61.92694894,149.1496848,398
male,67.26636272,192.4707696,399
male,67.67682185,179.750808,400
male,69.97090362,202.863293,401
male,65.31346154,163.3573315,402
male,71.90600544,217.0277146,403
male,66.23390404,183.1612325,404
male,65.81494282,166.5836105,405
male,72.84494786,205.2508892,406
male,70.94944345,189.7030888,407
male,71.34380763,218.5863364,408
male,71.05566416,203.139433,409
male,61.92554729,139.9050703,410
male,68.76245756,196.2938059,411
male,67.58394143,179.9370112,412
male,67.36169467,164.1459224,413
male,65.87915656,168.1748644,414
male,68.69476215,189.7425419,415
male,69.53486155,195.1703915,416
male,66.63469083,190.4679588,417
male,69.80990157,204.4265983,418
male,68.67987369,196.1516228,419
male,71.61517875,209.6707739,420
male,69.68979533,190.9334005,421
male,70.90108637,197.9448324,422
male,68.00581399,186.7803378,423
male,70.61574398,188.6638321,424
male,71.57119416,176.3766428,425
male,73.01286326,209.3294834,426
male,60.74811787,136.1678657,427
male,69.08211963,190.9351825,428
male,69.33873763,191.4456543,429
male,67.75713771,184.9382299,430
male,76.02708186,232.313471,431
male,72.22761616,201.778854,432
male,68.92104135,188.3288071,433
male,65.33492768,174.6556973,434
male,65.93240345,183.9433388,435
male,70.46668931,187.517442,436
male,73.18104362,213.8474529,437
male,68.55087969,175.2195188,438
male,68.52940825,169.5448054,439
male,63.59645542,144.5919224,440
male,67.14424123,175.6791902,441
male,70.81637062,197.1984016,442
male,73.53028481,222.9259167,443
male,66.14106892,165.4045453,444
male,67.90684975,170.4172312,445
male,71.43337582,216.6339997,446
male,67.1126798,173.7075042,447
male,73.28391797,217.8960397,448
male,63.67258315,161.0131458,449
male,69.2253203,193.7563258,450
male,69.67012402,177.1191607,451
male,70.48544817,204.8274497,452
male,69.00467787,176.7318925,453
male,68.45789401,192.7618857,454
male,66.02473378,166.9610205,455
male,69.31816913,186.7379955,456
male,69.07774056,188.5061787,457
male,73.56227037,208.3614918,458
male,66.08768889,161.4958143,459
male,73.52598433,214.9664592,460
male,69.67906022,205.1334355,461
male,66.67678112,183.1973068,462
male,72.96166547,208.8950443,463
male,68.24687214,207.9255765,464
male,71.95662589,210.6638278,465
male,71.05863335,204.2728377,466
male,66.97694995,195.1987301,467
male,68.47800208,190.6860225,468
male,71.28444139,199.6353266,469
male,64.98045629,166.8215473,470
male,66.76188387,178.797509,471
male,68.76616172,185.7721575,472
male,68.99254357,193.7549909,473
male,71.2951946,228.8005161,474
male,69.0494784,192.3497017,475
male,66.54148202,175.9834911,476
male,68.51552345,176.1412392,477
male,67.45971531,177.4825249,478
male,71.35738241,201.7607769,479
male,68.59040604,176.8430799,480
male,69.73608671,185.5242604,481
male,69.83385707,188.041029,482
male,72.41058576,189.3844383,483
male,65.43459687,166.096744,484
male,66.26765677,170.2501787,485
male,69.97430087,212.804259,486
male,71.20919422,196.1455062,487
male,69.93740019,202.2790697,488
male,71.38602219,201.3320069,489
male,64.58878167,158.4540944,490
male,68.79298442,174.4894863,491
male,68.44574673,183.7833827,492
male,69.20157812,188.1035061,493
male,69.42601731,176.1934298,494
male,69.6062252,194.2007119,495
male,72.88170697,194.1995089,496
male,62.17833122,145.8988424,497
male,68.87470662,191.8337092,498
male,71.08008356,209.8535536,499
male,72.18253412,201.2614644,500
male,72.06275498,208.7818534,501
male,67.38005789,182.6734054,502
male,67.93463453,166.4350688,503
male,70.80193026,193.3935426,504
male,65.54912127,178.4481797,505
male,70.19122448,205.9417907,506
male,71.77899537,199.2098424,507
male,68.13028842,192.0295666,508
male,68.35948256,175.2608644,509
male,66.09035701,170.0064451,510
male,71.58012314,205.3475962,511
male,73.53666772,196.0432951,512
male,71.11553184,208.1452566,513
male,70.79430255,202.8907578,514
male,71.72906048,188.595024,515
male,63.19653037,162.4297274,516
male,68.10111341,182.8523991,517
male,65.85609973,157.3174614,518
male,68.3464565,178.6759921,519
male,69.56022893,187.2174859,520
male,68.72830407,171.6209666,521
male,70.15827765,200.5341783,522
male,68.92333665,193.9273604,523
male,64.3001742,155.489729,524
male,70.45563306,192.527905,525
male,68.62406319,159.8624674,526
male,69.66475174,176.2592744,527
male,69.05888454,171.7089263,528
male,67.22698623,181.7096189,529
male,66.11579969,171.3866592,530
male,68.61738735,179.1320246,531
male,69.24901281,187.4693714,532
male,69.64190618,182.0045223,533
male,72.79702836,214.4740355,534
male,75.04399507,208.526427,535
male,70.97268413,190.2219929,536
male,74.38801243,217.1437905,537
male,64.36216387,156.0738985,538
male,71.32700107,206.3851911,539
male,67.17202444,178.1527814,540
male,74.40167189,228.8383958,541
male,63.86792096,174.4733629,542
male,68.88599177,164.2149026,543
male,72.13199022,212.1572757,544
male,68.40372617,206.0149398,545
male,65.09265639,167.433533,546
male,69.22967912,195.2186397,547
male,71.94778826,209.1754891,548
male,67.46299066,182.3012856,549
male,69.31290864,190.1851469,550
male,63.73104817,160.3449039,551
male,60.6798174,129.3010238,552
male,70.66332308,195.6263191,553
male,67.59403113,186.7514169,554
male,74.64950788,227.5006451,555
male,70.46707885,197.187532,556
male,71.94401052,209.5562827,557
male,74.02575081,209.7592721,558
male,70.78222816,220.4367864,559
male,64.72725696,169.207937,560
male,68.38302408,185.8456168,561
male,71.4692208,192.6914931,562
male,66.94445374,177.0260878,563
male,70.796979,199.9473831,564
male,65.29243478,168.7102903,565
male,61.75400983,123.528143,566
male,62.48067131,160.2422382,567
male,67.80567987,197.082611,568
male,69.52599428,161.9709376,569
male,72.50075663,201.6550559,570
male,70.48529474,194.7861983,571
male,66.68973599,162.5654067,572
male,71.29191758,175.8109677,573
male,71.7967672,209.3793102,574
male,73.05634425,204.4603316,575
male,68.85335437,210.8690842,576
male,66.04544386,169.3262842,577
male,73.98590142,223.326105,578
male,69.25161788,192.9468911,579
male,69.34065722,172.9048014,580
male,70.97626497,191.5721536,581
male,63.56127763,157.1195445,582
male,69.77015095,182.7954943,583
male,65.18847756,151.8869422,584
male,69.97894082,193.3410828,585
male,69.75059715,185.4279701,586
male,71.17143115,195.3823108,587
male,70.57200178,174.1968873,588
male,65.65108952,164.6498139,589
male,67.13841414,163.8450013,590
male,65.91808694,174.7199581,591
male,73.78663644,212.900556,592
male,67.73725134,172.7942606,593
male,65.54407625,171.9803313,594
male,71.21391257,195.9234165,595
male,65.59235403,174.8153485,596
male,65.66755448,174.5668558,597
male,61.97273588,140.2777497,598
male,73.89993869,215.5597033,599
male,72.34218364,215.8582339,600
male,70.31169434,184.2438603,601
male,67.11556435,168.2021671,602
male,65.93248176,151.3846182,603
male,67.22774502,185.9701609,604
male,70.11434363,203.2417318,605
male,74.84149972,223.9456703,606
male,64.52730263,148.4721859,607
male,70.05125469,207.1946473,608
male,71.83316878,205.1930618,609
male,72.83673969,209.4224843,610
male,73.30186575,199.1669287,611
male,66.39319245,165.0646095,612
male,66.51516196,180.7605348,613
male,69.27281261,202.2987602,614
male,68.23195393,195.2619903,615
male,70.41386903,184.2326617,616
male,69.72688521,188.4537597,617
male,65.51073389,157.2050253,618
male,69.13726936,196.5523243,619
male,73.6661888,208.3661793,620
male,65.89275253,158.1849857,621
male,68.35442896,184.598428,622
male,70.42473053,197.9075211,623
male,72.08020115,202.8672367,624
male,71.71112479,199.080779,625
male,65.72916187,156.2239585,626
male,63.8983382,168.299538,627
male,70.31600971,201.5106881,628
male,65.78872979,174.5848799,629
male,69.82746419,196.930792,630
male,68.33115009,197.7567703,631
male,67.74158927,165.6432833,632
male,75.03388944,232.8861171,633
male,73.40405852,192.7324047,634
male,69.55476188,192.1816687,635
male,64.53903978,157.1292772,636
male,67.54676147,163.4952026,637
male,73.09647798,205.157578,638
male,66.55398107,171.4285919,639
male,73.99160419,208.9645836,640
male,70.86268806,209.759114,641
male,71.5687337,206.2604578,642
male,65.83839113,177.2116966,643
male,70.27553366,211.7162538,644
male,61.773522,149.5148392,645
male,74.82494531,220.3363669,646
male,71.60514585,192.4279136,647
male,67.26010358,163.3865127,648
male,70.92419443,199.7783726,649
male,75.05966865,218.583688,650
male,73.10087624,223.2064516,651
male,70.66199203,217.9518826,652
male,67.14466735,171.2077789,653
male,67.12315343,147.5379562,654
male,69.52494396,170.0371863,655
male,65.22469166,160.8360745,656
male,68.41046282,185.1277355,657
male,68.7634637,177.0833882,658
male,67.93686881,188.8840968,659
male,69.23782869,159.2448862,660
male,68.46572392,188.079276,661
male,65.6942936,150.9606196,662
male,69.43099805,172.3258812,663
male,66.13539142,166.3638187,664
male,70.87704813,186.3398244,665
male,65.973065,187.6583791,666
male,64.93911542,163.8801985,667
male,68.36860332,196.9495064,668
male,69.52555131,189.7073988,669
male,66.45560214,188.9748473,670
male,69.47458176,177.3439177,671
male,68.7300987,184.130432,672
male,73.78127448,221.2400958,673
male,76.50188334,217.8823464,674
male,71.22570192,199.182763,675
male,64.50621045,164.5003666,676
male,66.50381494,163.2698893,677
male,69.21041304,187.6248203,678
male,63.54636972,150.3466585,679
male,69.73112843,202.7071024,680
male,68.60820846,181.7248365,681
male,71.46413025,206.5908567,682
male,69.509488,203.9854155,683
male,73.75963574,231.6086709,684
male,68.27778676,195.1899302,685
male,72.45463342,200.2900045,686
male,70.76919327,195.3530575,687
male,70.45214074,188.0988373,688
male,68.90409885,194.6597698,689
male,69.23842719,197.4120914,690
male,67.27784728,156.4163422,691
male,71.46376469,207.768535,692
male,68.84063351,171.9211499,693
male,71.40596471,216.9232912,694
male,70.14487407,190.5853768,695
male,70.67969103,206.1198392,696
male,68.54111605,201.1088923,697
male,71.43472691,206.5940588,698
male,65.22082048,158.9871861,699
male,70.77315142,208.2235661,700
male,69.76009479,187.8120619,701
male,63.96253068,168.3494568,702
male,70.30416327,196.8350517,703
male,70.31684922,205.5218858,704
male,67.40540788,164.5743913,705
male,67.12150305,167.1915272,706
male,68.37757989,168.9973239,707
male,69.57823897,184.2198182,708
male,62.53225328,168.1533262,709
male,69.33682153,184.1194153,710
male,66.78746728,172.1754663,711
male,75.39129223,218.6046973,712
male,70.21362908,189.6582738,713
male,71.10356362,196.7599362,714
male,69.79388789,181.7231932,715
male,66.47184446,175.3891518,716
male,70.71371409,208.7104386,717
male,63.61871729,162.6749752,718
male,70.54927972,191.3188108,719
male,67.40282109,192.6726758,720
male,71.4351749,213.3377733,721
male,68.59340514,187.4025309,722
male,71.45232654,203.448273,723
male,70.69878995,189.9854788,724
male,71.39146448,197.3070586,725
male,70.48564317,193.359947,726
male,74.40818786,226.7010229,727
male,63.40042323,185.188138,728
male,68.39971912,171.3291085,729
male,67.42985418,175.1243663,730
male,70.81199997,196.2211135,731
male,67.11027101,194.7523537,732
male,67.7282199,184.4684504,733
male,68.55083219,179.5567899,734
male,68.61948497,192.6056386,735
male,70.60576101,197.3412472,736
male,67.08678122,164.1757008,737
male,65.31170819,167.3277028,738
male,69.92414675,185.8665843,739
male,68.36463488,193.9817476,740
male,70.86980492,205.8639345,741
male,76.01230001,235.4379661,742
male,67.96596781,176.9667279,743
male,69.76508744,199.0264276,744
male,69.56867239,200.7040517,745
male,71.56001874,213.9785966,746
male,70.95804927,201.6633373,747
male,65.44092231,144.1320269,748
male,70.97612452,202.603188,749
male,67.99285124,183.9580892,750
male,70.51851509,199.568441,751
male,69.10919144,176.045407,752
male,71.6055731,194.9325685,753
male,69.88955858,203.5183265,754
male,66.45689878,166.6846488,755
male,70.29135418,207.5085426,756
male,62.6199652,152.8529747,757
male,66.62168183,146.2308047,758
male,65.35028818,156.7613371,759
male,71.60673989,209.9649432,760
male,69.41291443,183.9021104,761
male,69.89381359,200.7968545,762
male,65.66595856,164.2156392,763
male,64.40827325,154.6410416,764
male,68.62688583,189.4492405,765
male,69.60028264,176.5948886,766
male,67.45323124,173.2722178,767
male,68.1699946,185.2531099,768
male,69.55361404,203.8110909,769
male,65.74729799,182.0516903,770
male,73.12239315,201.703778,771
male,66.620926,177.8426553,772
male,69.14590899,202.6281961,773
male,65.96579505,186.2254307,774
male,67.20326642,185.4540072,775
male,65.45395717,175.844485,776
male,73.03009203,209.5878005,777
male,68.3172449,179.370856,778
male,66.33428146,165.3682765,779
male,72.36198348,198.2629703,780
male,67.71742749,184.9318042,781
male,70.4775913,200.2479962,782
male,71.16299165,199.443989,783
male,69.35477956,202.3322157,784
male,70.09723765,201.993728,785
male,69.2972917,197.3587607,786
male,63.30996928,157.0035437,787
male,67.88722989,183.3433272,788
male,73.2029699,203.0231161,789
male,73.1411551,193.9260342,790
male,70.89598255,195.6013653,791
male,72.14269267,214.8539253,792
male,72.13277787,184.1471888,793
male,71.20661874,193.74326,794
male,66.25215051,170.1094996,795
male,72.34158877,205.6996211,796
male,68.06892211,166.2635001,797
male,71.39730891,198.4067338,798
male,65.72603205,169.6752603,799
male,67.11044742,160.0502853,800
male,72.21503491,204.9377601,801
male,63.00978308,147.90182,802
male,69.56915521,180.9498234,803
male,70.40400168,217.8372448,804
male,68.0302156,189.3616398,805
male,69.77791032,176.0902893,806
male,62.07863519,130.2772749,807
male,65.83441968,159.3191151,808
male,70.78093604,191.9681779,809
male,69.57143021,182.1541392,810
male,67.32706481,188.3517257,811
male,67.81460188,191.7600018,812
male,66.68224277,162.7669683,813
male,69.63970875,197.5962131,814
male,64.7742374,182.5898441,815
male,73.96294107,200.0071609,816
male,67.93338384,184.40952,817
male,66.77003947,165.489768,818
male,68.93635758,176.6521792,819
male,76.43455871,228.8729906,820
male,68.99614537,180.3509244,821
male,73.50183962,225.9722183,822
male,69.6031034,189.8166449,823
male,72.06737999,202.2620741,824
male,70.48922454,178.9187142,825
male,67.03485056,167.0442331,826
male,66.1841085,172.6376115,827
male,68.6942095,179.9625088,828
male,66.65323374,160.1474361,829
male,69.83865708,178.3924826,830
male,66.24506481,154.5886896,831
male,72.81103161,208.8488465,832
male,64.47474696,169.4306343,833
male,69.75447933,181.6410489,834
male,70.66144439,203.8447916,835
male,72.47061849,184.4463253,836
male,68.17153285,199.7018115,837
male,72.98717143,206.6293992,838
male,70.53356477,196.5843459,839
male,70.04695307,190.0024052,840
male,69.01606716,196.7639075,841
male,73.54916227,222.2974921,842
male,68.11809783,180.0656094,843
male,68.28763703,178.4325977,844
male,71.52704769,202.7487397,845
male,73.39654293,220.9457607,846
male,69.84456408,198.6302782,847
male,70.15196588,203.7344808,848
male,66.29972587,150.1493613,849
male,76.49293396,227.139296,850
male,71.0323852,186.7624875,851
male,66.63104094,170.4211493,852
male,66.07553682,182.4280025,853
male,70.61316241,187.4720235,854
male,65.20348068,158.6645552,855
male,66.86186129,175.7972754,856
male,73.7579983,220.770232,857
male,69.89808607,195.7589355,858
male,69.52731972,189.0273679,859
male,66.74447747,154.1268504,860
male,69.07449203,179.3868167,861
male,68.56175073,172.1953637,862
male,70.32255001,190.4617768,863
male,71.94912042,208.0889465,864
male,70.91655179,191.883267,865
male,70.37112335,197.3824157,866
male,67.79647715,189.6831513,867
male,68.69999563,208.0681993,868
male,69.1146318,188.7172726,869
male,67.69710365,187.4238964,870
male,71.28033023,217.9035994,871
male,71.42757519,201.8428087,872
male,71.04335632,204.6277277,873
male,64.72625594,143.3475655,874
male,67.14815944,182.031248,875
male,72.29169703,202.1043716,876
male,70.24286617,192.7961126,877
male,64.45785785,158.9166993,878
male,74.46498854,213.4821026,879
male,65.29891515,162.8182755,880
